               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  53,            0.017548,           0.0074545,           0.0011204,             0.98676,              0.9828,             0.99092,             0.87967,            0.010017,           0.0038495,          0.00071729,            0.008284,            0.008284,            0.008284
                  54,            0.017055,           0.0072811,           0.0011689,             0.98624,             0.98354,              0.9886,             0.88027,           0.0097394,           0.0037743,          0.00048366,            0.008251,            0.008251,            0.008251
                  55,            0.017004,           0.0072674,           0.0010873,              0.9919,             0.97002,             0.98789,             0.88062,            0.009509,           0.0038016,          0.00050064,            0.008218,            0.008218,            0.008218
                  56,            0.017193,            0.007219,           0.0010304,              0.9866,             0.97648,             0.98567,             0.87743,           0.0097703,           0.0038056,          0.00063529,            0.008185,            0.008185,            0.008185
                  57,            0.017054,           0.0071808,           0.0011041,             0.98527,             0.97696,             0.98758,             0.87677,           0.0094975,           0.0037936,          0.00051754,            0.008152,            0.008152,            0.008152
                  58,            0.016789,           0.0072479,           0.0012885,             0.98243,             0.98273,             0.98648,             0.88052,           0.0092877,           0.0037737,          0.00050928,            0.008119,            0.008119,            0.008119
                  59,            0.016612,           0.0072745,           0.0010791,             0.98492,             0.98249,             0.98921,             0.88471,           0.0092157,           0.0036668,          0.00053378,            0.008086,            0.008086,            0.008086
                  60,             0.01665,            0.007145,           0.0011262,             0.97729,             0.98295,             0.98582,             0.88383,           0.0095797,           0.0038487,          0.00060022,            0.008053,            0.008053,            0.008053
                  61,            0.016858,           0.0072459,           0.0009919,             0.98386,             0.97568,             0.98441,             0.88576,           0.0094128,           0.0037142,          0.00057204,             0.00802,             0.00802,             0.00802
                  62,            0.016382,           0.0071061,           0.0010959,              0.9872,              0.9793,             0.98776,             0.88098,            0.009392,           0.0036061,          0.00057387,            0.007987,            0.007987,            0.007987
                  63,            0.016582,           0.0071541,           0.0011797,             0.98528,             0.97109,              0.9857,             0.87864,           0.0094395,           0.0037003,          0.00056725,            0.007954,            0.007954,            0.007954
                  64,            0.016375,           0.0070147,           0.0012905,             0.99503,               0.964,             0.98826,             0.88549,            0.009396,           0.0036824,          0.00057011,            0.007921,            0.007921,            0.007921
